Year,City Code,City ,GDP,Proportion of primary industry,Proportion of secondary industry,Proportion of the third industry,Per Capita GDP,Urbanization Rate,Unemployment,Average Wage,City Area,Cultivated Area,Grain Yield,GDP of industries above designated size,GDP of foreign-invested enterprises,Total Retail Consumer Goods,Expenditure on education,Public libraries per 100 inhabitants,Number of hospital beds,Total passenger traffic,Total freight volume,Total telecommunication services,Number of international Internet users,Number of participants in medical insurance
2001,621100,定西,,,,,,#DIV/0!,,,,,85.26,,,,,,,,,,,
2000,621100,定西,,,,,,#DIV/0!,,,,,70.37,,,147400,,,4226,,,,,
1999,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1998,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1997,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1996,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1995,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1994,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1993,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1992,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1991,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1990,621100,定西,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2021,621200,陇南,5030000,18.89,24.85,56.06,20974,NaN,,75365,,,,,,1642660,468098,,10140,,,285,9200000,168196
2020,621200,陇南,4520000,18.24,22.79,58.98,18710,#DIV/0!,,69164,,,,,,1394744,508860,,10002,,,,,158811
2019,621200,陇南,4450000,17.73,23.99,58.3,16868,NaN,8216,63033,27839,,,,,1466608,475276,,9315,,,142400,660000,147354
2018,621200,陇南,3792273,18.73,19.67,61.6,14426,NaN,5822,58781,27839,,,,,1147781,446358,,7977,,,14000,10000,147397
2017,621200,陇南,3427168,,,,13113,NaN,3569,54566,27900,,,,,1071177,416162,,11777,,,159930,140000,141958
2016,621200,陇南,3398884,21.73,21.57,56.7,13805,NaN,3520,52205,27839,,,1707056,,994963,382997,,8055,,,88229,140000,137051
2015,621200,陇南,3151353,22.31,23.14,54.55,12172,NaN,3400,46132,27839,,,1628348,,908144,336905,29,8267,,,169356,130000,134134
2014,621200,陇南,2625279,25.23,26.43,48.35,10171,NaN,1900,39383.41,27839,,,1416306,,722685,287875,32,7767,2929,1454,168736,110000,295673
2013,621200,陇南,2495000,24.7,29.65,45.65,8816,NaN,5200,37448.3,27839,,106.03,1301100,,645800,270333,30,7093,4042,2443,31351,110000,133509
2012,621200,陇南,2259756,25.38,30.58,44.04,8809,NaN,5700,,27914,,104.3,1038355,,564826,283952,23,5981,4462,6053,19183,60000,295673
2011,621200,陇南,1976822,25.56,30.64,43.8,6457,NaN,6155,29426.69,27914,,102.6,836100,,488609,196142,26,5973,30319,21879,63302,46500,302100
2010,621200,陇南,1694085,26.27,28.63,45.1,6457,NaN,6155,25876.03,27914,,97.9,744900,,411901,159135,23,5192,1206,1536,55332,40523,
2009,621200,陇南,1423400,26.92,25.25,47.83,5428,NaN,6501,23364.41,27914,,96.61,502400,,350546,161498,22,4669,889,986,53441,38430,
2008,621200,陇南,1216011,29.26,26.41,44.32,4396,0.152357266,6185,19948.73,27915,,92.58,582401,,300991,172961,22,4532,867,982,52241,22976,
2007,621200,陇南,1118061,27.64,36.62,35.74,4067,0.146618314,10000,17309.07,27915,289,89.55,869222,,252071,95110,62,4031,942,1007,40807,21200,
2006,621200,陇南,934900,28.03,35.34,36.63,3421,0.139172625,10029,14685.88,27915,324,76.5,678153,,218847,79269,63,3733,865,955,27258,16091,
2005,621200,陇南,741836,32.04,29.15,38.81,2730,0.134096664,9400,12319.87,27915,289,84.7,443691,,191913,54498,63,3965,812,904,28011,12182,
2004,621200,陇南,633830,33.86,31.49,34.65,2346,0.127560625,6100,11102.63,27915,290,80.6,311751,,148310,45056,64,4140,1069,1341,13020,9796,
2003,621200,陇南,,,,,,#DIV/0!,,,,,76.6,,,,,,,,,,,
2002,621200,陇南,,,,,,#DIV/0!,,,,,105.6,,,,,,,,,,,
2001,621200,陇南,,,,,,#DIV/0!,,,,,79.92,,,,,,,,,,,
2000,621200,陇南,,,,,,#DIV/0!,,,,,79.8,,,93000,,,3977,,,,,
1999,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1998,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1997,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1996,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1995,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1994,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1993,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1992,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1991,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1990,621200,陇南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2021,630100,西宁,15490000,3.81,33.44,62.75,62638,NaN,,113154,,,,,,6210877,519130,,20474,,,27566,119430000,394147
2020,630100,西宁,13730000,4.15,30.52,65.33,54439,#DIV/0!,,98369,,,,,,5735731,522381,,21715,,,,,348900
2019,630100,西宁,13280000,3.87,30.03,66.09,55812,NaN,36049,91494,7607,,,,,6320877,584938,,20206,,,2283519,890000,318396
2018,630100,西宁,12864137,3.58,36.38,60.04,54439,NaN,17469,84071,7607,,,,,5643800,528401,,18594,,,1256748,920000,149742
2017,630100,西宁,12849081,,,,54808,NaN,16400,73540,7660,,,,,5607851,465621,,18051,,,677641,610000,256215
2016,630100,西宁,12481677,3.14,47.72,49.14,53756,NaN,17000,61069,7660,,21.99,15434494,517788,5130676,441135,,18070,,,615100,470000,295486
2015,630100,西宁,11316193,3.31,48.03,48.66,49197,NaN,44346,58099,7660,,22.27,13918862,450773,4619377,407928,64,17749,,,437714,450000,294896
2014,630100,西宁,10657811,3.51,49.79,46.7,46762,NaN,21000,54914.08,7649,,23.33,13322699,341178,4140886,345903,89,16253,2232,6219,331007,420000,
2013,630100,西宁,9785314,3.69,52.58,43.73,43107,NaN,20400,47343.41,7649,,23.57,12045124,267909,3174604,307716,78,15885,5402,3273,263966,390000,165721
2012,630100,西宁,8510857,3.66,51.64,44.7,38034,NaN,23500,,7665,,24.3,10311687,589394,3174604,429004,113,13921,5233,3278,254853,350000,250096
2011,630100,西宁,7707043,3.56,53.36,43.08,34743,NaN,26356,38443.08,7665,,24.4,9488389,796719,2712873,244771,101,13078,5050,3083,198239,270314,231688
2010,630100,西宁,6282800,3.89,51.05,45.05,28428,NaN,25600,32219.66,7655,,24.4,7512207,674900,2317649,225562,130,10969,4868,2978,492054,238846,
2009,630100,西宁,5010743,3.83,49.76,46.41,22865,NaN,27700,28124.44,7665,,26.44,5456162,561074,2015968,135371,31,10134,4621,2576,328545,176388,
2008,630100,西宁,4221885,4.55,53.86,41.59,19494,0.528261169,23019,26461.67,7649,,26.45,5466931,607956,1699948,114645,101,9500,3484,2642,274193,151588,
2007,630100,西宁,3424581,4.36,51.77,43.87,15999,0.407225111,21653,23333.32,7665,146,26.73,4169351,95528,1389869,88631,98,8514,3303,2441,209052,112658,
2006,630100,西宁,2816093,4.39,48.95,46.65,13326,0.522634325,21870,21028.73,7665,146,24.3,3192388,61337,1195073,63587,104,8422,3476,2669,164663,82929,
2005,630100,西宁,2375652,4.84,45.71,49.45,11398,0.517913292,22439,17772.89,7665,146,25.7,2277411,30484,816030,50566,101,8299,3349,2494,139767,54169,
2004,630100,西宁,1747354,6.07,50.09,43.84,8484,0.513770777,20615,16175.6,7665,147,22.9,1806747,20719,716190,42701,89,8084,3178,2367,120431,38821,
2003,630100,西宁,1448328,6.53,46.78,46.69,7110,0.512904327,17800,14629.32,7665,148,24.6,1148959,17138,635848,34100,94,9149,2788,2037,109252,34485,
2002,630100,西宁,1213381,7.33,42.69,49.98,6027,0.394151931,16509,13580.07,7665,133,25.9,929176,6660,634713,,94,8706,2740,1889,99077,29644,
2001,630100,西宁,1044875,8.24,42.07,49.69,5257,0.39025974,6185,12133.71,7665,157,30.74,846394,4081,575996,,93,8706,2400,1837,76564,19841,
2000,630100,西宁,920131,8.8,43.8,47.4,,0.387075586,10991,8964,7665,161,24.76,827813,,527100,,94,8264,2362,1813,,,
1999,630100,西宁,731621,5.3,45.5,49.2,,0.522732363,9589,8058,3456,60,12.29,711310,,437398,,124,,1746,1469,,,
1998,630100,西宁,669345,6.9,45.1,48,,0.557105985,,7311,3456,60,17.42,,,401961,,134,8159,1340,1716,,,
1997,630100,西宁,604771,7.3,43.54,49.16,,0.611630415,,6420,3456,69,18.18,,,378545,,150,,805,2037,,,
1996,630100,西宁,541336,6.9,45.1,48,,0.609038933,,6004,3456,59,17.66,,,349672,,,,723,168,,,
1995,630100,西宁,504689,7,58.5,34.5,,0.608363268,,5417,3456,59,16.14,,,320816,,,,726,195,,,
1994,630100,西宁,362583,6.317,50.332,43.351,,0.607446114,,4805.17,3456,60,16.5,,,270077,,,,614,218,,,
1993,630100,西宁,318796,,,,,0.607119252,,,3456,60,15.11,,,214276,4925,,,499,225,,,
1992,630100,西宁,262168,,,,,0.61091566,,,,,16.02,,,,4131,,,665,280,,,
1991,630100,西宁,234200,6.661,49.231,44.15,2255,0.611898831,,,3456,60,14,,,175206,,,,680,271,,,
1990,630100,西宁,208600,7.191,51.438,41.371,2034,0.612981234,,,3456,60,15.14,,,153489,,,,681,282,,,
2021,630200,海东,5550000,14.59,39.28,46.13,40828,NaN,,107489,,,,,,1303548,365338,,4553,,,6120,,90504
2020,630200,海东,5140000,14.98,37.94,47.08,36091,#DIV/0!,,72108,,,,,,1212680,438882,,5634,,,,,85000
2019,630200,海东,4970000,14.17,37.21,48.76,32806,NaN,165854,90662,10340,,,,,1167724,392446,,4975,,,,340000,78066
2018,630200,海东,4514606,14.03,43.71,42.26,30597,NaN,5534,81005,10340,,,,,1019718,380777,,4713,,,,220000,77038
2017,630200,海东,4360404,,,,29737,NaN,9007,73312,10340,,,,,973991,376605,,2875,,,21132,170000,
2016,630200,海东,4227986,13,50.14,36.86,28999,NaN,4460,64761,13161,,55.25,3740338,,892193,340521,,4429,,,81863,110000,73530
2015,630200,海东,3843963,13.85,50.17,35.99,26531,NaN,5624,62591,13161,,54.35,3234190,,800532,288285,26,5314,,,65507,60000,70883
2014,630200,海东,3656927,14.32,51.76,33.93,25446,NaN,4063,52195.28,12751,,54.5,3443576,,717965,276336,26,5045,1683,2494,64983,50000,167270
2013,630200,海东,3370087,15.46,52.53,32,19824,NaN,3903,52940.44,13390,,,2934957,,630586,214503,26,4889,4471,3299,59091,50000,62529
2012,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2011,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2010,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2009,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2008,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2007,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2006,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2005,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2004,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2003,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2002,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2001,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2000,630200,海东,,,,,,#DIV/0!,,,,,,,,103100,,,,,,,,
1999,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1998,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1997,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1996,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1995,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1994,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1993,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1992,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1991,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
1990,630200,海东,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2021,632500,海南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2020,632500,海南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2019,632500,海南,,,,,,#DIV/0!,,,,,,,,,,,,,,,,
2018,632500,海南,,,,,,#DIV/0!,,,,,147.12,,,,,,,,,,,
2017,632500,海南,,,,,,#DIV/0!,,,,,168.73,,,,,,,,,,,
2016,632500,海南,,,,,,#DIV/0!,,,,,177.86,,,,,,,,,,,
2015,632500,海南,18295163,12.09,18.73,69.18,,NaN,4851,,7632,,183.99,6008649,724567,8469635,674456,85,21226,,,547667,,714038
2014,632500,海南,14939579,7.51,20.29,72.2,,NaN,3301,,4216,,186.6,5536878,799597,6827229,390292,42,14257,9069,14354,564477,710000,1017486
2013,632500,海南,12781243,8.44,22.75,68.8,57834,NaN,3357,,4237,,190.9,5559753,769917,6135350,381015,42,11280,50999,15863,415003,670000,574680
2012,632500,海南,11497175,8.93,23.47,67.6,,NaN,15748,,4237,,199.5,5719253,844234,5410603,333938,43,12417,45236,14032,421762,610000,849708
2011,632500,海南,9970529,8.35,24.15,67.5,,NaN,9990,37911.98,4223,,188,5356916,899433,4731910,277342,32,11684,39203,11326,532720,577550,583200
2010,632500,海南,8259953,,,,,NaN,11885,34069.37,4223,,180.4,4579849,834082,3906394,225761,29,11016,35076,9893,1102974,479630,
2009,632500,海南,6628717,,,,,NaN,6532,30292.95,4220,,187.6,3407408,674185,3280984,180332,28,9042,26327,9687,899561,373000,
2008,632500,海南,5874986,,,,,0.578089354,21611,27142.44,4219,,183.47,3305158,612928,2735123,143241,28,9369,23174,8920,852401,357600,
2007,632500,海南,5160019,,,,,0.573089218,18050,24978.12,4220,60,177.5,3445057,601988,2187869,115819,26,8011,19641,7713,630912,307200,
2006,632500,海南,4593854,,,,,0.505848974,24535,20925.02,4220,12,185.6,3271376,540012,1852858,68108,23,8613,17757,8090,442708,291400,
2005,632500,海南,3755650,11.87,27.18,60.95,,0.564814348,20724,19262.25,4224,60,153,2648727,418430,1599495,52038,26,8046,16608,5723,396684,289300,
2004,632500,海南,3012503,13.5,31.09,55.41,,0.553967599,18969,17114.11,4224,60,196.6,2313610,11077,1182577,46839,23,6970,16094,4237,287770,296200,
2003,632500,海南,2700254,14.05,31.55,54.4,,0.501107712,16137,2245.96,4224,91,195.9,2119080,230168,1001763,40034,23,7288,14603,4014,224831,280200,
2002,632500,海南,1985847,9.52,28.45,62.03,,0.650771265,18396,13532,2155,14,203.3,1344401,152388,1014138,,36,6236,8777,2799,184676,196800,
2001,632500,海南,1775065,9.38,26.46,64.16,16616,0.639154412,13914,12302.05,2155,15,207.62,1082458,141723,922522,,34,6244,7796,2612,168787,149078,
2000,632500,海南,1631551,9.8,25,65.2,,0.627181688,14567,10998,2155,15,212.24,937116,123028,,,35,15352,7218,2688,,,
1999,632500,海南,1440728,9.3,24.9,65.8,,0.618787276,31958,9814,2155,15,,787686,90633,763864,,36,,6469,2922,,,
1998,632500,海南,1342695,,,,,0.61628504,,8940,2155,15,,,,,,35,6443,5908,2863,,,
1997,632500,海南,1266890,,,,,0.605530533,,8363,2155,15,,,,,,35,,5509,2801,,,
1996,632500,海南,1201852,30.5,25.3,44.2,,0.290663655,,7317,14533,196,,,,903420,,,,14239,7493,,,
1995,632500,海南,2244335,27.3,27.7,45,,0.303359981,,6933,12649,183,,,,725124,,,,10758,7190,,,
1994,632500,海南,1838002,24.057,30.86,45.083,,0.321783439,,6189.63,10204,145,68,,,633738,,,,7362,3873,,,
1993,632500,海南,,,,,,0.348170176,,,8219,94,,,,474496,12101,,,7025,3856,,,
1992,632500,海南,,,,,,0.410760753,,,,,,,,,7279,,,12183,1900,,,
1991,632500,海南,293000,15.495,35.7,48.805,,0.523428302,,,3274,21.333,10,,,186725,,,,18450,8217,,,
1990,632500,海南,248200,17.405,33.965,48.67,,0.507395732,,,3274,21.333,7.87,,,156965,,,,23453,1058,,,
2021,640100,银川,22630000,3.71,45.43,50.86,78794,NaN,,114235,,,,,,7886870,397875,,16124,,,17196,27500000,
2020,640100,银川,19640000,3.82,42.41,53.77,,#DIV/0!,,105653,,,,,,7708699,473053,,15694,,,,,903582
2019,640100,银川,18970000,3.41,43.69,52.89,83492,NaN,32736,94559,9025,,,,,8300062,408302,,16125,,,294526,1290000,826834
2018,640100,银川,19014824,3.54,45.61,50.85,84964,NaN,30162,87291,9025,,,,,5527311,384219,,16361,,,311911,990000,774174
2017,640100,银川,18032581,,,,81660,NaN,29273,77206,9025,,83.29,,,5623113,360501,,15726,,,326715,680000,727213
2016,640100,银川,16177071,3.62,51.04,45.34,74288,NaN,30324,70840,9025,,83.57,19855450,681960,5141927,322099,,14729,,,327739,640000,680204
2015,640100,银川,14938590,3.92,52.27,43.81,69594,NaN,,65643,9025,,83.45,18623219,580515,4776287,296120,230,14079,,,447429,480000,644300
2014,640100,银川,13886244,3.8,54.02,42.17,65942,NaN,26929,59079.69,9025,,80.33,18203451,614810,3824721,265523,208,12535,4063,15711,352591,440000,1574663
2013,640100,银川,12890199,4.3,53.42,42.28,74510,NaN,26169,57445.5,9025,,85.3,19280304,501175,3480615,242037,183,11733,4041,15277,352844,390000,600254
2012,640100,银川,11509344,4.43,53.79,41.79,56528,NaN,25180,54274.38,9025,,88.6,16475657,504812,3160226,187039,172,10659,3734,13520,263709,340000,1451421
2011,640100,银川,9866761,4.77,53.23,42,48964,NaN,22327,49938.2,9025,,86.2,12299638,661888,2744705,180013,174,9644,3413,11800,168781,307117,538027
2010,640100,银川,7694227,5.26,50.1,44.64,41520,NaN,22645,39815.9,9025,,87.2,9355637,599321,2251415,176372,163,8807,4378,10547,57632,202362,
2009,640100,银川,5781483,5.59,49.43,44.98,34453,NaN,19403,36795.22,9555,,91.34,6885276,474484,1854756,130572,137,8016,3509,9434,51619,160079,
2008,640100,银川,5141138,5.88,48.77,45.35,31436,0.644447363,20734,33248.58,9555,,88.62,5999463,561051,1557663,106048,140,7624,3066,4286,44708,134850,
2007,640100,银川,4086009,5.98,49.46,44.56,27845,0.63787889,19081,28604.22,9555,129,82.73,4922282,520985,1281040,94565,148,7975,2871,4088,168379,114000,
2006,640100,银川,3352918,6.27,46.74,46.99,23500,0.633190489,17107,23226.52,9170,132,87,4017086,388722,1087118,47744,135,8132,2722,3902,159645,108600,
2005,640100,银川,2885029,6.61,45.08,48.32,20725,0.616429587,16471,18423.31,9170,133,69.6,3222799,309547,945245,36684,149,8058,2680,3807,177855,221700,
2004,640100,银川,1889679,8.95,49.6,41.45,17668,0.609695914,14925,15243.79,9170,130,80.2,1982974,252038,705360,29101,149,7726,2275,2013,187855,181568,
2003,640100,银川,1567845,9.16,47.45,43.39,11788,0.595443952,12225,13497.08,9170,133,71.5,1464867,206306,6013041,24858,130,6845,2146,2127,139536,150238,
2002,640100,银川,1334608,11.39,44.23,44.37,10157,0.526925391,10560,11927.61,7137,142,86,1176239,184725,537865,,144,8915,2919,1840,119985,116346,
2001,640100,银川,1048208,10.93,42.98,46.1,10233,0.567799057,9048,10552.88,3512,110,62.93,871815,112244,454710,,176,5355,2551,1573,107066,47456,
2000,640100,银川,950260,11.2,43.8,45,,0.559144046,9363,8956,3512,107,62.67,789124,116593,415400,,181,5105,2465,1474,,,
1999,640100,银川,875462,13,42.9,44.2,,0.570874397,8498,7530,3499,103,,661226,102348,375778,,187,,2106,1193,,,
1998,640100,银川,809834,14.2,43.1,42.6,,0.561797753,,6749,4487,92,,,,345179,,187,5188,2374,1245,,,
1997,640100,银川,754963,14.95,44.01,41.04,,0.546375094,,5860,3499,103,,,,315886,,186,,2168,1165,,,
1996,640100,银川,672066,15.1,45.5,39.4,,0.538056013,,5395,3499,71,,,,301315,,,,2009,1105,,,
1995,640100,银川,593437,15.7,43.6,40.7,,0.532893265,,4923,3499,71,,,,243267,,,,1804,1071,,,
1994,640100,银川,482381,15.723,46.925,37.352,,0.527268587,,4104.57,3499,69,51.8,,,180410,,,,1444,845,,,
1993,640100,银川,,,,,,0.497491541,,,3499,69,,,,153924,4152,,,1355,856,,,
1992,640100,银川,,,,,,0.490686914,,,,,,,,,3910,,,1430,830,,,
1991,640100,银川,244500,18.446,42.413,39.141,2974,0.487943091,,,3499,68.667,47,,,126507,,,,1356,725,,,
1990,640100,银川,208600,21.141,40.652,38.207,2589,0.484353908,,,3499,68,44.76,,,113583,,,,1120,702,,,
2021,640200,石嘴山,6170000,6.16,52.19,41.82,81943,NaN,,98858,,,,,,1068126,162919,,4561,,,5925,350000,232614
2020,640200,石嘴山,5420000,6.83,47.79,45.2,72083,#DIV/0!,,91602,,,,,,1044619,169366,,4634,,,,,224062
2019,640200,石嘴山,5110000,5.62,48.73,45.7,63494,NaN,23074,70781,5310,,,,,1135511,146380,,4526,,,51498,290000,208535
2018,640200,石嘴山,6059184,5.19,60.48,34.33,75391,NaN,23244,67057,5310,,,,,1159008,138168,,4137,,,63095,290000,198081
2017,640200,石嘴山,5350118,,,,66956,NaN,33099,59896,5310,,47.43,,,1112811,122316,,3998,,,99446,220000,185744
2016,640200,石嘴山,5135744,5.08,63,31.92,64880,NaN,30633,56989,5310,,44.26,8877730,148550,1023161,123201,,4851,,,60871,160000,186019
2015,640200,石嘴山,4823793,5.37,63.92,30.71,61845,NaN,28432,56881,5310,,46.39,8091865,120833,960633,134698,96,4664,,,63665,120000,187420
2014,640200,石嘴山,4672622,5.12,64.98,29.9,61001,NaN,8924,48807.14,5310,,46.48,8035278,146253,907532,110879,81,4515,1519,3515,69595,120000,473500
2013,640200,石嘴山,4464393,5.23,64.38,30.39,57979,NaN,7752,45507.55,5310,,45.8,6603168,118122,843221,109036,76,4404,2687,8665,73651,110000,189562
2012,640200,石嘴山,4099688,5.46,64.63,29.92,55566,NaN,8543,42248.41,5310,,45.5,6498983,129063,771139,125073,73,3898,2471,7940,67331,170000,651300
2011,640200,石嘴山,3680209,5.69,64.37,29.93,50377,NaN,7948,38555.89,4467,,44.3,6167634,134798,672829,98546,64,3747,2339,7014,57106,91547,654654
2010,640200,石嘴山,2985969,6.02,62.64,31.33,41163,NaN,31198,34211.53,5310,,43.8,5116392,152802,614776,93916,50,3569,2080,5063,50609,68480,
2009,640200,石嘴山,2707801,5.39,65.6,29.01,37050,NaN,27647,30320.38,5310,,44.54,3950613,92663,522746,68105,50,3475,1936,4629,47175,63000,
2008,640200,石嘴山,2287270,5.98,71.48,22.54,32102,0.596974608,9744,27484.68,5310,,41.8,4051230,109509,438103,60849,74,3595,1881,4740,46129,79850,
2007,640200,石嘴山,1693068,6.73,68.08,25.19,22264,0.589156791,7660,22931,5213,62,40.99,2879744,85856,354692,52364,38,3382,1426,1930,45400,76800,
2006,640200,石嘴山,1297701,7.24,64.88,27.87,17863,0.590056157,7231,18998.87,5310,78,39.7,2112235,72041,307553,21988,37,3053,1407,1893,43664,65557,
2005,640200,石嘴山,1096294,8.01,62.8,29.2,15118,0.58231876,7044,15929.49,5310,74,34.4,1735524,52473,271481,18353,37,2801,1425,1771,35126,55764,
2004,640200,石嘴山,893847,9.08,62.65,28.27,12295,0.577664555,7274,13923.71,5630,74,37.2,1565366,59239,248723,15229,40,2789,1371,1249,11367,46542,
2003,640200,石嘴山,692109,10.18,57.93,31.89,9693,0.566226985,8807,12112.25,5630,74,32.2,906535,27857,217150,12714,46,2702,641,599,10752,36446,
2002,640200,石嘴山,578590,11.94,53.16,34.9,8284,0.580382638,10725,11384.42,4454,76,37.3,614098,22861,195671,,50,2742,1800,1321,19882,23694,
2001,640200,石嘴山,552472,12.13,56.42,31.45,7960,0.579385587,21324,10539.47,4454,77,44.33,677302,18726,175248,,56,2552,1118,1267,10070,5204,
2000,640200,石嘴山,505034,13.2,58.4,28.4,,0.578285384,19453,9141,4454,77,36.37,609263,14600,156800,,50,2580,993,1243,,,
1999,640200,石嘴山,443880,14.9,55.9,29.3,,0.576379787,13503,7553,4454,76,,512403,11020,141884,,47,,1076,3038,,,
1998,640200,石嘴山,422873,15.5,56.2,28.4,,0.577551922,,7059,4454,76,,,,133607,,41,2489,1158,2770,,,
1997,640200,石嘴山,393892,15.67,56.45,27.88,,0.564018969,,6711,4454,57,,,,120971,,50,,1209,2090,,,
1996,640200,石嘴山,359179,15.6,57.1,27.3,,0.560250859,,6229,4454,46,,,,112932,,,,973,2211,,,
1995,640200,石嘴山,297917,16.6,57.7,25.7,,0.561175045,,5575,4454,49,,,,103019,,,,900,2176,,,
1994,640200,石嘴山,253739,14.955,59.244,25.802,,0.55540251,,4492.54,4454,48,25.2,,,90481,,,,747,1738,,,
1993,640200,石嘴山,,,,,,0.516661377,,,4454,48,,,,82196,2772,,,662,1719,,,
1992,640200,石嘴山,,,,,,0.514070995,,,,,,,,,2497,,,589,1503,,,
1991,640200,石嘴山,137400,16.812,60.917,22.198,2229,0.511154219,,,4454,48,24,,,62584,,,,475,1468,,,
